"marker","correlate","rho","removed_by"
"Harmony_Chords_Grouping_2T_Per","Harmony_Chords_Grouping_2D_Per",-0.467021339651782,"correlation filter"
"Harmony_Chords_Grouping_2T_Per","PartVn_Degree.4_Per_relative",-0.359364787800216,"correlation filter"
"Harmony_Chords_Grouping_2T_Per","PartBs_DescendingIntervallicStd",-0.345917061554438,"correlation filter"
"Harmony_Chords_Grouping_2T_Per","PartVa_IntervalP.4_Per",0.341793764691835,"correlation filter"
"Harmony_Chords_Grouping_2T_Per","Harmony_Numerals_vi_Per",-0.333739929157396,"correlation filter"
"Harmony_Chords_Grouping_2T_Per","PartVa_Ambitus",-0.306006098420961,"correlation filter"
"Harmony_Chords_Grouping_2T_Per","SoundVa_Ambitus",-0.306006098420961,"correlation filter"
"PartBs_Degree1_Per_relative","PartBs_StepwiseMotionAll_Per",-0.528979289156143,"correlation filter"
"PartBs_Degree1_Per_relative","SoundBs_StepwiseMotionAll_Per",-0.528979289156143,"correlation filter"
"PartBs_Degree1_Per_relative","PartBs_IntervalsPerfectAll_Per",0.49204053136944,"correlation filter"
"PartBs_Degree1_Per_relative","SoundBs_IntervalsPerfectAll_Per",0.49204053136944,"correlation filter"
"PartBs_Degree1_Per_relative","PartVa_StepwiseMotionAll_Per",-0.490065108275938,"correlation filter"
"PartBs_Degree1_Per_relative","SoundVa_StepwiseMotionAll_Per",-0.490065108275938,"correlation filter"
"PartBs_Degree1_Per_relative","PartBs_IntervalsMinorAll_Per",-0.458571083484016,"correlation filter"
"PartBs_Degree1_Per_relative","SoundBs_IntervalsMinorAll_Per",-0.458571083484016,"correlation filter"
"PartBs_Degree1_Per_relative","PartBs_StepwiseMotionAsc_Per",-0.449834484547733,"correlation filter"
"PartBs_Degree1_Per_relative","SoundBs_StepwiseMotionAsc_Per",-0.449834484547733,"correlation filter"
"PartBs_Degree2_Per_relative","PartBs_IntervalsMajorDesc_Per",0.541486194283172,"correlation filter"
"PartBs_Degree2_Per_relative","SoundBs_IntervalsMajorDesc_Per",0.541486194283172,"correlation filter"
"PartBs_Degree2_Per_relative","PartBs_IntervalM.2_Per",0.539178267944302,"correlation filter"
"PartBs_Degree2_Per_relative","PartBs_IntervalsMajorAll_Per",0.530360619601915,"correlation filter"
"PartBs_Degree2_Per_relative","SoundBs_IntervalsMajorAll_Per",0.530360619601915,"correlation filter"
"PartBs_Degree2_Per_relative","PartVa_IntervalM2_Per",0.517749574692796,"correlation filter"
"PartBs_Degree2_Per_relative","PartBs_StepwiseMotionAll_Per",0.497534586014246,"correlation filter"
"PartBs_Degree2_Per_relative","SoundBs_StepwiseMotionAll_Per",0.497534586014246,"correlation filter"
"PartBs_Degree2_Per_relative","PartVa_StepwiseMotionAll_Per",0.490220839295344,"correlation filter"
"PartBs_Degree2_Per_relative","SoundVa_StepwiseMotionAll_Per",0.490220839295344,"correlation filter"
"PartBs_Degree3_Per_relative","PartBs_IntervalsPerfectAll_Per",-0.491050611196417,"correlation filter"
"PartBs_Degree3_Per_relative","SoundBs_IntervalsPerfectAll_Per",-0.491050611196417,"correlation filter"
"PartBs_Degree3_Per_relative","PartBs_IntervalsMinorAll_Per",0.476650427523808,"correlation filter"
"PartBs_Degree3_Per_relative","SoundBs_IntervalsMinorAll_Per",0.476650427523808,"correlation filter"
"PartBs_Degree3_Per_relative","PartBs_IntervalsMinorDesc_Per",0.458037224588699,"correlation filter"
"PartBs_Degree3_Per_relative","SoundBs_IntervalsMinorDesc_Per",0.458037224588699,"correlation filter"
"PartBs_Degree3_Per_relative","PartBs_IntervalsMajorAll_Per",0.448418219164358,"correlation filter"
"PartBs_Degree3_Per_relative","SoundBs_IntervalsMajorAll_Per",0.448418219164358,"correlation filter"
"PartBs_Degree3_Per_relative","PartBs_StepwiseMotionAll_Per",0.443274786102373,"correlation filter"
"PartBs_Degree3_Per_relative","SoundBs_StepwiseMotionAll_Per",0.443274786102373,"correlation filter"
"PartBs_Degree6_Per_relative","Harmony_Numerals_vi_Per",0.610430479763909,"correlation filter"
"PartBs_Degree6_Per_relative","Harmony_Chord_I_Per",-0.409859151298382,"correlation filter"
"PartBs_Degree6_Per_relative","Harmony_Chords_Grouping_1T_Per",-0.397885494251885,"correlation filter"
"PartBs_Degree6_Per_relative","Harmony_Numerals_I_Per",-0.397885494251885,"correlation filter"
"PartBs_Degree6_Per_relative","Harmony_Chord_types_minor.triad",0.395363929926787,"correlation filter"
"PartBs_Degree6_Per_relative","PartBs_StepwiseMotionAll_Per",0.380097257601669,"correlation filter"
"PartBs_Degree6_Per_relative","SoundBs_StepwiseMotionAll_Per",0.380097257601669,"correlation filter"
"PartBs_Degree6_Per_relative","PartBs_IntervalM2_Per",0.361210504097136,"correlation filter"
"PartBs_Degree6_Per_relative","SoundBs_IntervalM2_Per",0.361210504097136,"correlation filter"
"PartBs_Degree6_Per_relative","PartBs_IntervalM.2_Per",0.351016987377637,"correlation filter"
"PartVnII_Intervalm.6_Per","PartVn_Intervalm.6_Per",0.884079979638031,"correlation filter"
"PartVnII_Intervalm.6_Per","SoundVn_Intervalm.6_Per",0.884079979638031,"correlation filter"
"PartVnII_Intervalm.6_Per","Score_Intervalm.6_Per",0.764114914184955,"correlation filter"
"PartVnII_Intervalm.6_Per","PartVnII_DescendingIntervallicMean",-0.432647354550735,"correlation filter"
"PartVnII_Intervalm.6_Per","PartVn_Intervalm6_Per",0.411294185340961,"correlation filter"
"PartVnII_Intervalm.6_Per","SoundVn_Intervalm6_Per",0.411294185340961,"correlation filter"
"PartVnII_Intervalm.6_Per","PartVnII_AbsoluteIntervallicSkewness",-0.37926799966972,"correlation filter"
"PartVnII_Intervalm.6_Per","PartVnII_LeapsAsc_Per",0.370435802577163,"correlation filter"
"PartVnII_Intervalm.6_Per","PartVn_TrimmedAbsoluteIntervallicStd",0.369354724422686,"correlation filter"
"PartVnII_Intervalm.6_Per","SoundVn_TrimmedAbsoluteIntervallicStd",0.369354724422686,"correlation filter"
"PartVnI_IntervalsMajorAll_Per","PartVn_IntervalsMajorAll_Per",0.953049963914223,"correlation filter"
"PartVnI_IntervalsMajorAll_Per","SoundVn_IntervalsMajorAll_Per",0.953049963914223,"correlation filter"
"PartVnI_IntervalsMajorAll_Per","PartVnI_IntervalsPerfectAll_Per",-0.86988924316341,"correlation filter"
"PartVnI_IntervalsMajorAll_Per","PartVnI_IntervalsMajorDesc_Per",0.866805714882726,"correlation filter"
"PartVnI_IntervalsMajorAll_Per","Score_IntervalsMajorAll_Per",0.856173783176198,"correlation filter"
"PartVnI_IntervalsMajorAll_Per","PartVnI_StepwiseMotionAll_Per",0.850259663702711,"correlation filter"
"PartVnI_IntervalsMajorAll_Per","PartVn_IntervalsPerfectAll_Per",-0.844062797751102,"correlation filter"
"PartVnI_IntervalsMajorAll_Per","SoundVn_IntervalsPerfectAll_Per",-0.844062797751102,"correlation filter"
"PartVnI_IntervalsMajorAll_Per","PartVn_IntervalsMajorDesc_Per",0.836069270542942,"correlation filter"
"PartVnI_IntervalsMajorAll_Per","SoundVn_IntervalsMajorDesc_Per",0.836069270542942,"correlation filter"
"PartVn_Degree1_Per_relative","PartVnII_Degree1_Per_relative",0.869298873523293,"correlation filter"
"PartVn_Degree1_Per_relative","PartVnI_Degree6_Per_relative",-0.369351845109984,"correlation filter"
"PartVn_Degree1_Per_relative","PartVnII_Degree6_Per_relative",-0.364855083243421,"correlation filter"
"PartVn_Degree1_Per_relative","PartVnII_IntervalM2_Per",-0.364333217435851,"correlation filter"
"PartVn_Degree1_Per_relative","PartVn_Degree5_Per_relative",-0.360446378281176,"correlation filter"
"PartVn_Degree1_Per_relative","PartVn_IntervalM2_Per",-0.352686199248277,"correlation filter"
"PartVn_Degree1_Per_relative","SoundVn_IntervalM2_Per",-0.352686199248277,"correlation filter"
"PartVn_Degree1_Per_relative","Score_IntervalM2_Per",-0.349759186686261,"correlation filter"
"PartVn_Degree1_Per_relative","PartVnII_IntervalsMajorAll_Per",-0.332625680069522,"correlation filter"
"PartVn_Degree1_Per_relative","PartVnII_StepwiseMotionAll_Per",-0.328331056744091,"correlation filter"
"PartVn_Degree3_Per_relative","PartVnII_Degree6_Per_relative",-0.449332342137945,"correlation filter"
"PartVn_Degree3_Per_relative","PartVnI_Degree6_Per_relative",-0.394087904356103,"correlation filter"
"PartVn_Degree3_Per_relative","Harmony_Chord_I_Per",0.337058268017309,"correlation filter"
"PartVn_Degree3_Per_relative","Harmony_Chords_Grouping_1T_Per",0.331309415499182,"correlation filter"
"PartVn_Degree3_Per_relative","Harmony_Numerals_I_Per",0.331309415499182,"correlation filter"
"PartVn_Degree3_Per_relative","Score_IntervalM3_Per",0.319041857155266,"correlation filter"
"PartVn_Degree3_Per_relative","PartVnII_Degree5_Per_relative",-0.303516575719735,"correlation filter"
"PartVn_Degree3_Per_relative","PartVnII_IntervalM3_Per",0.287437815154201,"correlation filter"
"PartVn_Degree3_Per_relative","PartVn_IntervalM3_Per",0.277165544001688,"correlation filter"
"PartVn_Degree3_Per_relative","SoundVn_IntervalM3_Per",0.277165544001688,"correlation filter"
"PartVn_Degree6_Per_relative","PartVnI_Degree6_Per_relative",0.883487486213237,"correlation filter"
"PartVn_Degree6_Per_relative","PartVnII_Degree6_Per_relative",0.859590447946486,"correlation filter"
"PartVn_Degree6_Per_relative","PartVnII_Degree1_Per_relative",-0.417652270769049,"correlation filter"
"PartVn_Degree6_Per_relative","Harmony_Chords_Grouping_1SD_Per",0.37780059689047,"correlation filter"
"PartVn_Degree6_Per_relative","Harmony_Numerals_IV_Per",0.368633822107615,"correlation filter"
"PartVn_Degree6_Per_relative","PartBs_IntervalP.4_Per",-0.325092010683339,"correlation filter"
"PartVn_Degree6_Per_relative","PartVnI_IntervalM2_Per",0.317811420684529,"correlation filter"
"PartVn_Degree6_Per_relative","PartVn_IntervalM2_Per",0.310082836583383,"correlation filter"
"PartVn_Degree6_Per_relative","SoundVn_IntervalM2_Per",0.310082836583383,"correlation filter"
"PartVn_Degree6_Per_relative","Score_IntervalP.4_Per",-0.307375099944452,"correlation filter"
"Score_Degree1_Per_relative","PartVnII_Degree1_Per_relative",0.511061390248245,"correlation filter"
"Score_Degree1_Per_relative","PartBs_StepwiseMotionAll_Per",-0.42389051139835,"correlation filter"
"Score_Degree1_Per_relative","SoundBs_StepwiseMotionAll_Per",-0.42389051139835,"correlation filter"
"Score_Degree1_Per_relative","PartBs_IntervalsPerfectAll_Per",0.417238063581848,"correlation filter"
"Score_Degree1_Per_relative","SoundBs_IntervalsPerfectAll_Per",0.417238063581848,"correlation filter"
"Score_Degree1_Per_relative","PartVa_IntervalM2_Per",-0.417089983194707,"correlation filter"
"Score_Degree1_Per_relative","PartVa_StepwiseMotionAsc_Per",-0.415863335112548,"correlation filter"
"Score_Degree1_Per_relative","SoundVa_StepwiseMotionAsc_Per",-0.415863335112548,"correlation filter"
"Score_Degree1_Per_relative","Harmony_Chord_I_Per",0.415523005954468,"correlation filter"
"Score_Degree1_Per_relative","PartVa_StepwiseMotionAll_Per",-0.409530101036635,"correlation filter"
"Score_Degree6_Per_relative","PartVnI_Degree6_Per_relative",0.65671240528813,"correlation filter"
"Score_Degree6_Per_relative","PartVnII_Degree6_Per_relative",0.621102064313845,"correlation filter"
"Score_Degree6_Per_relative","PartHn_Degree6_Per_relative",0.405797805337867,"correlation filter"
"Score_Degree6_Per_relative","PartHnI_Degree6_Per_relative",0.384239890800965,"correlation filter"
"Score_Degree6_Per_relative","Harmony_Chords_Grouping_1SD_Per",0.307471721175264,"correlation filter"
"Score_Degree6_Per_relative","Harmony_Numerals_IV_Per",0.292063179064576,"correlation filter"
"Score_Degree6_Per_relative","PartBs_IntervalP.4_Per",-0.289888259239498,"correlation filter"
"Score_Degree6_Per_relative","Score_IntervalP.4_Per",-0.289473307968926,"correlation filter"
"Score_Degree6_Per_relative","PartVn_Degreeb7_Per_relative",0.280490714692768,"correlation filter"
"Score_Degree6_Per_relative","PartSop_Degree6_Per_relative",0.276511835733784,"correlation filter"
"Score_IntervalP.8_Per","PartBs_IntervalP.8_Per",0.833283560272236,"correlation filter"
"Score_IntervalP.8_Per","SoundBs_IntervalP.8_Per",0.833283560272236,"correlation filter"
"Score_IntervalP.8_Per","PartVa_IntervalP.8_Per",0.792420247839136,"correlation filter"
"Score_IntervalP.8_Per","SoundVa_IntervalP.8_Per",0.792420247839136,"correlation filter"
"Score_IntervalP.8_Per","Score_IntervallicStd",0.778948907085317,"correlation filter"
"Score_IntervalP.8_Per","PartBs_IntervallicStd",0.72940536494572,"correlation filter"
"Score_IntervalP.8_Per","SoundBs_IntervallicStd",0.72940536494572,"correlation filter"
"Score_IntervalP.8_Per","PartBs_IntervalP8_Per",0.707951428122358,"correlation filter"
"Score_IntervalP.8_Per","SoundBs_IntervalP8_Per",0.707951428122358,"correlation filter"
"Score_IntervalP.8_Per","PartBs_AbsoluteIntervallicMean",0.704157479279047,"correlation filter"
"Score_IntervalP4_Per","Score_IntervalsPerfectAsc_Per",0.81255992787286,"correlation filter"
"Score_IntervalP4_Per","PartVn_IntervalP4_Per",0.725591264247641,"correlation filter"
"Score_IntervalP4_Per","SoundVn_IntervalP4_Per",0.725591264247641,"correlation filter"
"Score_IntervalP4_Per","PartVa_IntervalP4_Per",0.703393806790666,"correlation filter"
"Score_IntervalP4_Per","PartVn_IntervalsPerfectAsc_Per",0.692239050143079,"correlation filter"
"Score_IntervalP4_Per","SoundVn_IntervalsPerfectAsc_Per",0.692239050143079,"correlation filter"
"Score_IntervalP4_Per","Score_TrimmedIntervallicStd",0.679483069912213,"correlation filter"
"Score_IntervalP4_Per","Score_TrimmedAbsoluteIntervallicMean",0.672609313546811,"correlation filter"
"Score_IntervalP4_Per","PartBs_IntervalP4_Per",0.672110734356753,"correlation filter"
"Score_IntervalP4_Per","Score_AbsoluteIntervallicTrimRatio",-0.666757493339717,"correlation filter"
"SoundBs_Ambitus","PartBs_Ambitus",1,"correlation filter"
"SoundBs_Ambitus","PartBs_HighestNoteIndex",0.728383370114399,"correlation filter"
"SoundBs_Ambitus","FamilyStr_LowestNoteIndex",-0.69180419972277,"correlation filter"
"SoundBs_Ambitus","PartBs_LowestNoteIndex",-0.69180419972277,"correlation filter"
"SoundBs_Ambitus","Score_LowestNoteIndex",-0.69180419972277,"correlation filter"
"SoundBs_Ambitus","PartVa_Ambitus",0.622425897469693,"correlation filter"
"SoundBs_Ambitus","SoundVa_Ambitus",0.622425897469693,"correlation filter"
"SoundBs_Ambitus","FamilyStr_Ambitus",0.620393284549942,"correlation filter"
"SoundBs_Ambitus","Score_Ambitus",0.615997980529628,"correlation filter"
"SoundBs_Ambitus","PartVa_LowestNoteIndex",-0.498122018370952,"correlation filter"
"SoundVa_DescendingIntervallicStd","PartVa_DescendingIntervallicStd",1,"correlation filter"
"SoundVa_DescendingIntervallicStd","PartVa_IntervalP.8_Per",0.818872969056479,"correlation filter"
"SoundVa_DescendingIntervallicStd","SoundVa_IntervalP.8_Per",0.818872969056479,"correlation filter"
"SoundVa_DescendingIntervallicStd","PartVa_AbsoluteIntervallicStd",0.739610988823764,"correlation filter"
"SoundVa_DescendingIntervallicStd","SoundVa_AbsoluteIntervallicStd",0.739610988823764,"correlation filter"
"SoundVa_DescendingIntervallicStd","PartVa_DescendingIntervallicMean",-0.676535754484264,"correlation filter"
"SoundVa_DescendingIntervallicStd","PartBs_DescendingIntervallicStd",0.617755283379152,"correlation filter"
"SoundVa_DescendingIntervallicStd","PartVa_AbsoluteIntervallicTrimDiff",0.595223267619778,"correlation filter"
"SoundVa_DescendingIntervallicStd","PartBs_IntervalP.8_Per",0.593436950511915,"correlation filter"
"SoundVa_DescendingIntervallicStd","SoundBs_IntervalP.8_Per",0.593436950511915,"correlation filter"
"SoundVa_IntervalM3_Per","PartVa_IntervalM3_Per",1,"correlation filter"
"SoundVa_IntervalM3_Per","Score_IntervalM3_Per",0.718207887661288,"correlation filter"
"SoundVa_IntervalM3_Per","PartVa_IntervalM.3_Per",0.697973367245813,"correlation filter"
"SoundVa_IntervalM3_Per","PartVa_LeapsAsc_Per",0.667627400349124,"correlation filter"
"SoundVa_IntervalM3_Per","PartVa_LeapsAll_Per",0.62017070851771,"correlation filter"
"SoundVa_IntervalM3_Per","SoundVa_LeapsAll_Per",0.62017070851771,"correlation filter"
"SoundVa_IntervalM3_Per","PartVa_LeapsDesc_Per",0.543042418794681,"correlation filter"
"SoundVa_IntervalM3_Per","SoundVa_LeapsDesc_Per",0.543042418794681,"correlation filter"
"SoundVa_IntervalM3_Per","Score_LeapsAsc_Per",0.534046390961,"correlation filter"
"SoundVa_IntervalM3_Per","PartVa_IntervalsMajorAsc_Per",0.511690250616073,"correlation filter"
"SoundVa_IntervalP.4_Per","PartVa_IntervalP.4_Per",1,"correlation filter"
"SoundVa_IntervalP.4_Per","Score_IntervalP.4_Per",0.659492373965811,"correlation filter"
"SoundVa_IntervalP.4_Per","PartBs_IntervalP.4_Per",0.623087851944033,"correlation filter"
"SoundVa_IntervalP.4_Per","PartVa_LeapsDesc_Per",0.59333796640473,"correlation filter"
"SoundVa_IntervalP.4_Per","SoundVa_LeapsDesc_Per",0.59333796640473,"correlation filter"
"SoundVa_IntervalP.4_Per","PartVa_IntervalsPerfectDesc_Per",0.561888476625698,"correlation filter"
"SoundVa_IntervalP.4_Per","PartVa_LeapsAll_Per",0.556866495750399,"correlation filter"
"SoundVa_IntervalP.4_Per","SoundVa_LeapsAll_Per",0.556866495750399,"correlation filter"
"SoundVa_IntervalP.4_Per","PartVa_AbsoluteIntervallicSkewness",-0.503685712891596,"correlation filter"
"SoundVa_IntervalP.4_Per","SoundVa_AbsoluteIntervallicSkewness",-0.503685712891596,"correlation filter"
"SoundVa_LowestNoteIndex","PartVa_LowestNoteIndex",1,"correlation filter"
"SoundVa_LowestNoteIndex","PartVa_Ambitus",-0.876042667548739,"correlation filter"
"SoundVa_LowestNoteIndex","SoundVa_Ambitus",-0.876042667548739,"correlation filter"
"SoundVa_LowestNoteIndex","PartBs_Ambitus",-0.498122018370952,"correlation filter"
"SoundVa_LowestNoteIndex","FamilyStr_LowestNoteIndex",0.449108170308668,"correlation filter"
"SoundVa_LowestNoteIndex","PartBs_LowestNoteIndex",0.449108170308668,"correlation filter"
"SoundVa_LowestNoteIndex","Score_LowestNoteIndex",0.449108170308668,"correlation filter"
"SoundVa_LowestNoteIndex","PartVa_DescendingIntervallicStd",-0.41931124317434,"correlation filter"
"SoundVa_LowestNoteIndex","PartVa_LargestAbsoluteSemitonesAll",-0.385944698405471,"correlation filter"
"SoundVa_LowestNoteIndex","SoundVa_LargestAbsoluteSemitonesAll",-0.385944698405471,"correlation filter"
